Actual,Predicted,Error
10330.0,8565.0,1765.0
887060.0,888233.2,-1173.1999999999534
6540.0,6713.6,-173.60000000000036
8580.0,9758.8,-1178.7999999999993
6370.0,6960.8,-590.8000000000002
4580.0,4451.2,128.80000000000018
60.0,64.1,-4.099999999999994
14480.0,16949.1,-2469.0999999999985
213860.0,216312.0,-2452.0
340.0,336.6,3.3999999999999773
164550.0,163908.60069999998,641.3993000000191
96590.0,94013.8,2576.199999999997
38970.0,37567.0,1403.0
4850.0,4404.9,445.10000000000036
162400.0,162004.5,395.5
47880.0,47916.3,-36.30000000000291
26420.0,26557.9,-137.90000000000146
720.0,738.7,-18.700000000000045
2150.0,2233.5,-83.5
2900.0,2794.6,105.40000000000009
61090.0,49952.7,11137.300000000003
1760.0,1712.0,48.0
260.0,217.7,42.30000000000001
2590.0,2601.0,-11.0
328519.99,317888.601,10631.388999999966
35630.0,36504.7,-874.6999999999971
73220.0,72211.5,1008.5
510.0,484.5,25.5
180.0,191.1,-11.099999999999994
80.0,100.7,-20.700000000000003
490.0,513.2,-23.200000000000045
1760.0,2056.6,-296.5999999999999
118910.0,93018.5,25891.5
37890.0,37089.7,800.3000000000029
62800.0,54441.1,8358.900000000001
26400.0,26554.1,-154.09999999999854
74990.0,81692.2,-6702.199999999997
41580.0,39513.0,2067.0
2490.0,2215.3,274.6999999999998
151360.0,154450.79210000014,-3090.792100000137
3880.0,4099.7,-219.69999999999982
348920.01,366551.10580000025,-17631.095800000243
1563850.0,1518111.7976,45738.20240000007
6850.0,5631.3,1218.6999999999998
272250.0,256126.29899999994,16123.70100000006
295130.0,309658.2959999996,-14528.295999999624
270.0,231.7,38.30000000000001
229700.0,219508.00009999998,10191.999900000024
1170.0,1152.2,17.799999999999955
1940.0,2093.3,-153.30000000000018
25780.0,23690.6,2089.4000000000015
600320.01,593483.2836999991,6836.726300000912
3840.0,4580.1,-740.1000000000004
490.0,483.6,6.399999999999977
6440.0,6306.8,133.19999999999982
3390.0,3433.2,-43.19999999999982
5330.0,5025.7,304.3000000000002
459370.0,461473.3944,-2103.39439999999
560.0,590.9,-30.899999999999977
1909439.94,1868623.6222000017,40816.317799998214
30110.0,28013.4,2096.5999999999985
537010.01,530332.3011999996,6677.708800000371
15380.0,14891.3,488.7000000000007
54880.0,54397.3,482.6999999999971
56920.0,43484.5,13435.5
970.0,1174.8,-204.79999999999995
10080.0,9450.1,629.8999999999996
45590.0,45664.9,-74.90000000000146
1480.0,1597.6,-117.59999999999991
1085670.04,1056020.6026999997,29649.43730000034
59180.0,58272.4,907.5999999999985
1760.0,2086.4,-326.4000000000001
433010.0,423114.0,9896.0
2110.0,2106.8,3.199999999999818
230.0,218.8,11.199999999999989
3280.0,2922.3,357.6999999999998
9470.0,9759.7,-289.7000000000007
1810.0,1961.1,-151.0999999999999
6080.0,6009.1,70.89999999999964
140.0,139.1,0.9000000000000057
8300.0,9015.5,-715.5
30520.0,33157.4,-2637.4000000000015
6210.0,5964.3,245.69999999999982
105660.0,108622.2,-2962.199999999997
9040.0,8810.0,230.0
37430.0,38448.1,-1018.0999999999985
443470.0,445967.40139999986,-2497.401399999857
53410.0,49862.4,3547.5999999999985
120.0,134.4,-14.400000000000006
21130.0,18916.1,2213.9000000000015
900.0,864.9,35.10000000000002
9870.0,8658.2,1211.7999999999993
56730.0,58516.2,-1786.199999999997
1960.0,1948.3,11.700000000000045
2190.0,2242.6,-52.59999999999991
9650.0,9293.4,356.60000000000036
41950.0,57410.2,-15460.199999999997
4840.0,5330.2,-490.1999999999998
74430.0,75862.1,-1432.1000000000058
27170.0,28212.7,-1042.7000000000007
50420.0,52719.5,-2299.5
1120.0,1352.2,-232.20000000000005
3130.0,3090.6,39.40000000000009
4270.0,4146.4,123.60000000000036
3060.0,3293.0,-233.0
27690.0,26500.6,1189.4000000000015
30200.0,32185.2,-1985.2000000000007
526810.0,536896.9,-10086.900000000023
278410.0,291711.2,-13301.200000000012
523780.03,531237.3077999998,-7457.277799999807
409260.01,426353.2008,-17093.190799999982
400.0,393.1,6.899999999999977
108500.0,110213.0,-1713.0
200.0,183.6,16.400000000000006
50190.0,50092.1,97.90000000000146
1380.0,1376.5,3.5
250.0,251.7,-1.6999999999999886
542060.0,534344.4914999995,7715.508500000462
1740.0,2802.3,-1062.3000000000002
530.0,416.8,113.19999999999999
39620.0,37970.1,1649.9000000000015
1910.0,2189.9,-279.9000000000001
9541870.12,9371010.528299982,170859.59170001745
486840.0,463945.2062000001,22894.793799999927
6810.0,6786.9,23.100000000000364
15450.0,15449.1,0.8999999999996362
2690.0,2882.3,-192.30000000000018
45550.0,68299.2,-22749.199999999997
33910.0,35470.8,-1560.800000000003
43450.0,44915.1,-1465.0999999999985
860.0,937.6,-77.60000000000002
8550.0,8829.3,-279.2999999999993
1780.0,1656.3,123.70000000000005
235960.01,231972.9,3987.110000000015
1070.0,1067.3,2.7000000000000455
16260.0,15815.4,444.60000000000036
1830.0,1779.4,50.59999999999991
7910.0,8438.5,-528.5
29450.0,29519.9,-69.90000000000146
63240.0,62913.8,326.1999999999971
10.0,12.0,-2.0
58280.0,58968.4,-688.4000000000015
4550.0,4603.7,-53.69999999999982
90.0,91.5,-1.5
1480.0,2264.7,-784.6999999999998
170360.0,165339.5,5020.5
8300.0,7405.9,894.1000000000004
1120.0,1575.5,-455.5
4340.0,4521.4,-181.39999999999964
4230.0,4183.9,46.100000000000364
307049.99,313562.7925999996,-6512.802599999588
300.0,321.6,-21.600000000000023
278300.0,264478.4,13821.599999999977
7360.0,8255.4,-895.3999999999996
28030.0,26271.2,1758.7999999999993
833590.0,857860.5998000001,-24270.599800000084
37980.0,36168.7,1811.300000000003
18340.0,23302.9,-4962.9000000000015
210.0,182.4,27.599999999999994
160.0,186.3,-26.30000000000001
870.0,778.0,92.0
5270.0,4902.8,367.1999999999998
80.0,85.2,-5.200000000000003
18170.0,18450.0,-280.0
500.0,543.6,-43.60000000000002
36350.0,37208.2,-858.1999999999971
320.0,330.3,-10.300000000000011
5420.0,5441.0,-21.0
1470.0,2078.7,-608.6999999999998
1630.0,1585.0,45.0
5950.0,6272.1,-322.10000000000036
20060.0,17351.6,2708.4000000000015
1685050.0,1827180.8,-142130.80000000005
2150.0,2220.1,-70.09999999999991
116460.0,112885.9999,3574.0001000000047
1750.0,1572.9,177.0999999999999
190.0,792.3,-602.3
9930.0,10796.9,-866.8999999999996
124360.0,117395.9001,6964.099900000001
448299.99,436587.30069999985,11712.689300000144
38510.0,37397.3,1112.699999999997
240.0,214.0,26.0
67910.0,66117.5,1792.5
16770.0,15941.4,828.6000000000004
5510.0,5589.6,-79.60000000000036
440.0,440.5,-0.5
651350.0,642381.1,8968.900000000023
20340.0,15129.8,5210.200000000001
56780.0,55189.5,1590.5
2100.0,2571.7,-471.6999999999998
30.0,39.3,-9.299999999999997
287489.99,312962.69279999955,-25472.702799999563
76420.0,80644.1,-4224.100000000006
13340.0,10130.8,3209.2000000000007
1400.0,1485.0,-85.0
8150.0,8115.6,34.399999999999636
320.0,310.0,10.0
220.0,208.9,11.099999999999994
1730.0,1827.2,-97.20000000000005
74320.0,74108.3,211.6999999999971
17320.0,16885.0,435.0
720.0,686.9,33.10000000000002
1470.0,1592.7,-122.70000000000005
530.0,459.6,70.39999999999998
51510.0,55225.1,-3715.0999999999985
4570.0,4515.5,54.5
890.0,791.0,99.0
32320.0,33157.4,-837.4000000000015
46100.0,47374.5,-1274.5
47270.0,45293.5,1976.5
8290.0,9153.6,-863.6000000000004
17880.0,18323.6,-443.59999999999854
6470.0,5884.9,585.1000000000004
486450.01,475629.6907,10820.319300000032
6970.0,7336.3,-366.3000000000002
29760.0,29327.2,432.7999999999993
7250.0,7332.9,-82.89999999999964
15740.0,16112.8,-372.7999999999993
980.0,921.0,59.0
5870.0,6272.1,-402.10000000000036
10.0,32.9,-22.9
1110.0,1047.0,63.0
47990.0,48931.8,-941.8000000000029
670.0,698.1,-28.100000000000023
3660.0,3486.2,173.80000000000018
14740.0,15129.8,-389.7999999999993
9780.0,8960.5,819.5
45430.0,42496.6,2933.4000000000015
1240.0,1195.7,44.299999999999955
57670.0,57863.8,-193.8000000000029
6280.0,7650.6,-1370.6000000000004
45950.0,45245.6,704.4000000000015
2200.0,2314.5,-114.5
1140.0,1050.5,89.5
1262780.03,1233672.9872999985,29107.042700001504
3250.0,3598.3,-348.3000000000002
17200.0,17105.1,94.90000000000146
46380.0,46030.2,349.8000000000029
24590.0,23428.2,1161.7999999999993
2940.0,2669.2,270.8000000000002
1700.0,1702.6,-2.599999999999909
456660.0,420924.9002,35735.099800000025
210.0,204.3,5.699999999999989
10340.0,11475.0,-1135.0
10.0,10.0,0.0
5630.0,4654.4,975.6000000000004
66500.0,62199.7,4300.300000000003
484179.99,464066.2089999999,20113.781000000075
65600.0,61291.8,4308.199999999997
18710.0,14333.3,4376.700000000001
46410.0,48201.6,-1791.5999999999985
16550.0,15019.4,1530.6000000000004
395290.01,388307.8028000002,6982.20719999983
80.0,120.9,-40.900000000000006
3180.0,3270.0,-90.0
3380.0,3648.2,-268.1999999999998
57000.0,56476.6,523.4000000000015
60580.0,58054.6,2525.4000000000015
120.0,127.3,-7.299999999999997
526640.01,528549.1804999992,-1909.1704999991925
24220.0,23649.5,570.5
85310.0,84323.8,986.1999999999971
14500.0,15333.3,-833.2999999999993
17410.0,16756.5,653.5
15320.0,14965.8,354.2000000000007
73050.0,73051.1,-1.1000000000058208
9370.0,9244.3,125.70000000000073
3940.0,3719.1,220.9000000000001
35000.0,37053.1,-2053.0999999999985
30480.0,29299.5,1180.5
6520.0,6494.2,25.800000000000182
1564880.0,1425857.3953999996,139022.60460000043
720.0,678.4,41.60000000000002
140.0,147.3,-7.300000000000011
39490.0,39018.6,471.40000000000146
87750.0,90305.2,-2555.199999999997
1570.0,1558.7,11.299999999999955
14550.0,14768.6,-218.60000000000036
210.0,189.6,20.400000000000006
105920.0,103534.3,2385.699999999997
14950.0,14159.5,790.5
90730.0,90718.9,11.10000000000582
1480.0,2535.7,-1055.6999999999998
240.0,236.4,3.5999999999999943
78590.0,81222.9,-2632.899999999994
385750.0,383063.1010000001,2686.8989999999176
750.0,752.7,-2.7000000000000455
120.0,132.1,-12.099999999999994
200.0,193.0,7.0
38820.0,37148.5,1671.5
12430.0,11845.6,584.3999999999996
13150.0,12507.1,642.8999999999996
47930.0,44557.6,3372.4000000000015
2410.0,2883.5,-473.5
32280.0,31756.4,523.5999999999985
46150.0,46273.0,-123.0
200.0,181.4,18.599999999999994
2380.0,2477.7,-97.69999999999982
1213520.02,1179572.6829000004,33947.337099999655
20940.0,20163.1,776.9000000000015
11740.0,11648.7,91.29999999999927
48120.0,48568.4,-448.40000000000146
122720.0,118205.8,4514.199999999997
110.0,132.3,-22.30000000000001
500.0,479.0,21.0
520.0,462.5,57.5
12830.0,13012.1,-182.10000000000036
1670.0,1676.2,-6.2000000000000455
310.0,285.3,24.69999999999999
12890.0,12982.5,-92.5
26340.0,27399.4,-1059.4000000000015
37480.0,38555.1,-1075.0999999999985
1000.0,1135.3,-135.29999999999995
100.0,123.0,-23.0
7480.0,8242.1,-762.1000000000004
20880.0,18518.1,2361.9000000000015
25360.0,26445.4,-1085.4000000000015
12730.0,12036.6,693.3999999999996
1780.0,3325.4,-1545.4
6960.0,7551.9,-591.8999999999996
480.0,483.1,-3.1000000000000227
37750.0,37385.8,364.1999999999971
110.0,124.9,-14.900000000000006
730.0,839.4,-109.39999999999998
2880.0,2730.0,150.0
58830.0,67769.2,-8939.199999999997
57150.0,56500.6,649.4000000000015
8310.0,8063.7,246.30000000000018
271520.0,265419.5,6100.5
2580.0,3447.8,-867.8000000000002
84730.0,88475.2,-3745.199999999997
110.0,140.3,-30.30000000000001
32200.0,31319.4,880.5999999999985
600.0,630.9,-30.899999999999977
12280.0,11784.0,496.0
2080.0,2170.7,-90.69999999999982
100410.0,100557.5,-147.5
100.0,106.9,-6.900000000000006
46160.0,45423.7,736.3000000000029
15700.0,8215.0,7485.0
29320.0,27651.6,1668.4000000000015
58130.0,51650.4,6479.5999999999985
27330.0,30937.2,-3607.2000000000007
37100.0,37081.1,18.900000000001455
2310.0,2264.7,45.30000000000018
63200.0,59573.8,3626.199999999997
164130.0,160394.2066999999,3735.7933000001067
580.0,548.9,31.100000000000023
38900.0,44225.4,-5325.4000000000015
4530.0,4470.1,59.899999999999636
2640.0,2407.9,232.0999999999999
317720.0,302845.1926999995,14874.80730000051
114180.0,115054.99960000001,-874.9996000000101
920.0,1048.4,-128.4000000000001
268920.01,259925.1007,8994.9093
7130.0,6888.2,241.80000000000018
55460.0,55384.3,75.69999999999709
62420.0,58591.4,3828.5999999999985
10.0,10.0,0.0
82740.0,78338.4,4401.600000000006
57400.0,60542.3,-3142.300000000003
371019.99,376997.9,-5977.910000000033
2150.0,2329.6,-179.5999999999999
570.0,589.3,-19.299999999999955
386970.0,384678.5008,2291.49920000002
3010.0,2835.4,174.5999999999999
27170.0,26896.9,273.09999999999854
312140.01,294816.50650000037,17323.503499999642
65630.0,75596.9,-9966.899999999994
3590.0,3648.2,-58.19999999999982
17010.0,17531.6,-521.5999999999985
157410.0,152451.19110000017,4958.808899999829
61910.0,61700.0,210.0
44380.0,45102.9,-722.9000000000015
1380.0,1266.3,113.70000000000005
7300.0,7498.7,-198.69999999999982
2650.0,2470.0,180.0
42260.0,39348.7,2911.300000000003
87900.0,93030.6,-5130.600000000006
4350.0,3970.8,379.1999999999998
3700.0,3799.5,-99.5
58080.0,55064.3,3015.699999999997
800.0,711.1,88.89999999999998
453760.01,453068.0015,692.0084999999963
64190.0,61696.0,2494.0
485910.0,469253.1073999999,16656.89260000008
700.0,512.9,187.10000000000002
90.0,125.9,-35.900000000000006
91550.0,88597.8,2952.199999999997
6040.0,5446.7,593.3000000000002
5860.0,5191.2,668.8000000000002
19050.0,14183.1,4866.9
8970.0,9125.8,-155.79999999999927
4770.0,4363.2,406.8000000000002
227580.0,224162.69769999996,3417.3023000000394
86610.0,85778.0,832.0
7710.0,6914.1,795.8999999999996
300.0,331.8,-31.80000000000001
47400.0,48334.2,-934.1999999999971
13110.0,12785.0,325.0
42030.0,41211.6,818.4000000000015
583700.01,572850.9936999995,10849.016300000483
112330.0,112688.8,-358.8000000000029
1260.0,1102.9,157.0999999999999
56040.0,54496.4,1543.5999999999985
5240.0,4509.9,730.1000000000004
312750.0,305261.8,7488.200000000012
230.0,223.9,6.099999999999994
540.0,547.2,-7.2000000000000455
377799.99,375895.1976999999,1904.7923000000883
47800.0,44244.0,3556.0
8230.0,8818.1,-588.1000000000004
7120.0,6009.3,1110.6999999999998
81930.0,77758.9,4171.100000000006
4460.0,3925.3,534.6999999999998
463769.99,444214.2986999999,19555.691300000064
76170.0,73556.7,2613.300000000003
2510.0,2671.5,-161.5
10520.0,12144.4,-1624.3999999999996
1550.0,1394.7,155.29999999999995
510.0,496.4,13.600000000000023
473310.0,468330.8915000001,4979.108499999915
4580.0,3692.2,887.8000000000002
173160.0,165964.2993,7195.700699999987
78180.0,76750.3,1429.699999999997
2070.0,2070.4,-0.40000000000009095
60310.0,61263.2,-953.1999999999971
63050.0,64333.0,-1283.0
110.0,126.4,-16.400000000000006
4440.0,4739.0,-299.0
38290.0,38137.5,152.5
9080.0,8613.1,466.89999999999964
10240.0,10340.3,-100.29999999999927
76950.0,87539.4,-10589.399999999994
1650.0,1585.7,64.29999999999995
309290.0,321507.4,-12217.400000000023
247910.0,241710.6,6199.399999999994
51230.0,46673.6,4556.4000000000015
53590.0,53643.4,-53.400000000001455
58690.0,58802.6,-112.59999999999854
140820.01,145829.60599999988,-5009.595999999874
72430.0,69628.3,2801.699999999997
47990.0,49369.9,-1379.9000000000015
420.0,442.5,-22.5
51290.0,47823.8,3466.199999999997
690.0,415.4,274.6
850.0,834.4,15.600000000000023
11230.0,10551.8,678.2000000000007
140.0,159.5,-19.5
1990.0,2193.4,-203.4000000000001
11720.0,11632.5,87.5
1610.0,1436.0,174.0
25390.0,25267.0,123.0
94220.0,93986.3,233.6999999999971
373120.0,375649.4,-2529.4000000000233
953540.0,948401.8031000005,5138.196899999515
8010.0,7839.0,171.0
2130.0,2137.3,-7.300000000000182
5280.0,5980.9,-700.8999999999996
545260.0,530635.6939999998,14624.306000000215
16290.0,16029.7,260.2999999999993
490.0,465.8,24.19999999999999
430.0,419.7,10.300000000000011
397060.0,428938.6033999999,-31878.603399999905
90190.0,92425.4,-2235.399999999994
476820.0,465733.3,11086.700000000012
520.0,503.5,16.5
434299.99,442254.79099999997,-7954.800999999978
13600.0,12772.5,827.5
4690.0,4426.4,263.60000000000036
110.0,118.7,-8.700000000000003
144500.0,145606.59900000002,-1106.5990000000165
150.0,158.0,-8.0
5960.0,5871.5,88.5
73320.0,72044.1,1275.8999999999942
281330.0,260039.5,21290.5
12570.0,12412.4,157.60000000000036
59310.0,56029.5,3280.5
301350.01,304044.90740000043,-2694.8974000004237
330.0,283.8,46.19999999999999
51880.0,53502.1,-1622.0999999999985
890.0,851.1,38.89999999999998
210.0,239.0,-29.0
35820.0,38860.5,-3040.5
15690.0,16160.2,-470.2000000000007
55940.0,50917.0,5023.0
10180.0,11934.8,-1754.7999999999993
170.0,209.9,-39.900000000000006
43870.0,44395.7,-525.6999999999971
98880.0,99853.5,-973.5
20410.0,19122.2,1287.7999999999993
292400.0,286525.6,5874.400000000023
15380.0,15024.8,355.2000000000007
4760.0,4741.1,18.899999999999636
32940.0,20115.0,12825.0
106930.0,103906.0,3024.0
2290.0,2186.3,103.69999999999982
7620.0,7625.2,-5.199999999999818
90.0,86.0,4.0
1530.0,1522.5,7.5
19520.0,21791.9,-2271.9000000000015
130.0,134.9,-4.900000000000006
56010.0,57863.8,-1853.800000000003
6910.0,6788.7,121.30000000000018
145140.0,142192.6988,2947.301199999987
15960.0,16740.9,-780.9000000000015
470.0,464.0,6.0
55140.0,56324.6,-1184.5999999999985
240.0,272.0,-32.0
170.0,217.2,-47.19999999999999
1170.0,1053.8,116.20000000000005
2830.0,2756.8,73.19999999999982
1340.0,1353.8,-13.799999999999955
580.0,578.3,1.7000000000000455
166310.0,169746.9,-3436.899999999994
74460.0,71434.5,3025.5
955310.0,888233.2,67076.80000000005
2570.0,2045.2,524.8
1620.0,1635.4,-15.400000000000091
18120.0,18112.8,7.200000000000728
8300.0,8307.3,-7.299999999999272
115280.0,109846.4,5433.600000000006
4950.0,5037.6,-87.60000000000036
323360.0,305973.1999,17386.800099999993
32350.0,33754.8,-1404.800000000003
660.0,657.3,2.7000000000000455
88700.0,94996.1,-6296.100000000006
115500.0,112410.1,3089.899999999994
170750.0,168301.59780000002,2448.4021999999823
64420.0,70640.5,-6220.5
410.0,411.9,-1.8999999999999773
103110.0,103785.5,-675.5
200.0,171.1,28.900000000000006
420.0,404.9,15.100000000000023
370090.0,361717.5970999998,8372.40290000022
932550.0,888233.2,44316.80000000005
220.0,208.0,12.0
109170.0,109963.6,-793.6000000000058
20500.0,19284.2,1215.7999999999993
270.0,294.5,-24.5
1640.0,1490.9,149.0999999999999
2160.0,2214.3,-54.30000000000018
5690.0,5578.6,111.39999999999964
150.0,185.6,-35.599999999999994
11910.0,11508.0,402.0
620.0,515.1,104.89999999999998
250.0,219.3,30.69999999999999
290590.0,287644.9,2945.0999999999767
10.0,53.7,-43.7
3730.0,3712.1,17.90000000000009
130.0,138.1,-8.099999999999994
390.0,383.5,6.5
4510.0,4532.7,-22.699999999999818
180429.99,179283.6022,1146.3877999999968
819270.0,791163.0,28107.0
140.0,143.2,-3.1999999999999886
5140.0,4932.5,207.5
40630.0,42096.8,-1466.800000000003
90.0,93.5,-3.5
10.0,16.4,-6.399999999999999
70.0,61.6,8.399999999999999
19000.0,16171.0,2829.0
5770.0,5147.7,622.3000000000002
1592560.06,1605103.2852999996,-12543.225299999584
122720.0,121364.4,1355.6000000000058
107750.0,104427.2,3322.800000000003
20020.0,19231.8,788.2000000000007
200.0,184.1,15.900000000000006
2110.0,2111.4,-1.400000000000091
142230.0,150112.09710000004,-7882.097100000043
110.0,113.7,-3.700000000000003
1972430.05,2055082.3673000035,-82652.31730000349
1659979.98,1618295.791,41684.18900000001
8550.0,8736.2,-186.20000000000073
4340.0,4859.8,-519.8000000000002
230.0,249.8,-19.80000000000001
11690.0,10718.9,971.1000000000004
44010.0,43227.6,782.4000000000015
770.0,709.6,60.39999999999998
154510.0,151893.3,2616.7000000000116
3960.0,3694.8,265.1999999999998
1390.0,1938.1,-548.0999999999999
3180.0,3251.1,-71.09999999999991
200.0,244.9,-44.900000000000006
44840.0,45265.7,-425.6999999999971
833380.0,841798.7958,-8418.795799999963
1160.0,1084.4,75.59999999999991
3800.0,3724.5,75.5
4480.0,4823.2,-343.1999999999998
80.0,91.9,-11.900000000000006
450.0,380.3,69.69999999999999
46620.0,43874.1,2745.9000000000015
20700.0,20049.1,650.9000000000015
783799.99,804211.1823999995,-20411.192399999476
7080.0,7212.0,-132.0
220.0,211.2,8.800000000000011
51920.0,52472.5,-552.5
167429.99,165325.7,2104.289999999979
5860.0,6272.1,-412.10000000000036
1240.0,1166.4,73.59999999999991
1675760.01,1672692.2906,3067.71940000006
541380.0,551563.9,-10183.900000000023
106530.0,108281.0,-1751.0
3350.0,3352.3,-2.300000000000182
260010.01,216001.7,44008.31
100.0,110.9,-10.900000000000006
660.0,645.6,14.399999999999977
